a b c d
1	-1.48	-0.17	1.01
2	-1.19	-0.09	0.97
3	-1.01	0.03	1.04
4	-0.90	0.08	1.00
5	-0.85	0.13	1.10
6	-1.05	0.14	1.38
7	-1.19	0.06	1.24
8	-1.31	-0.06	1.16
9	-1.71	-0.34	0.85
10	-2.18	-0.74	0.63
11	-2.93	-1.33	0.18
12	-3.59	-2.00	-0.56
13	-4.49	-2.71	-1.24
14	-5.27	-3.44	-1.92
15	-6.01	-4.12	-2.53
16	-6.65	-4.70	-2.93
17	-7.37	-5.27	-3.51
18	-7.94	-5.67	-3.84
19	-8.19	-5.93	-4.09
20	-8.41	-6.14	-4.31
21	-8.57	-6.26	-4.40
22	-8.43	-6.28	-4.43
23	-8.51	-6.25	-4.40
24	-8.36	-6.23	-4.38
25	-8.23	-6.12	-4.26
26	-8.05	-5.97	-4.06
27	-8.11	-5.94	-4.08
28	-7.96	-5.89	-4.12
29	-7.99	-5.92	-4.15
30	-7.92	-5.83	-3.99
31	-7.79	-5.74	-3.98
32	-7.67	-5.63	-4.01
33	-7.53	-5.58	-3.92
34	-7.50	-5.56	-3.92
35	-7.61	-5.58	-3.92
36	-7.57	-5.59	-3.96
37	-7.64	-5.62	-3.95
38	-7.72	-5.72	-4.01
39	-7.85	-5.75	-4.11
40	-7.74	-5.81	-4.15
41	-7.75	-5.80	-4.12
42	-7.77	-5.73	-4.05
43	-7.60	-5.63	-3.95
44	-7.40	-5.43	-3.83
45	-7.23	-5.35	-3.71
46	-7.08	-5.28	-3.73
47	-7.16	-5.30	-3.79
48	-7.17	-5.30	-3.73
49	-7.14	-5.21	-3.68
50	-6.84	-5.11	-3.58
51	-6.78	-4.95	-3.50
52	-6.74	-4.83	-3.32
53	-6.70	-4.80	-3.27
54	-6.63	-4.80	-3.21
55	-6.82	-4.88	-3.28
56	-6.93	-4.92	-3.33
57	-6.89	-5.08	-3.45
58	-7.26	-5.21	-3.59
59	-7.43	-5.46	-3.69
60	-7.68	-5.65	-3.91
61	-7.94	-5.80	-4.02
62	-8.06	-5.89	-4.14
63	-8.17	-6.01	-4.21
64	-8.35	-6.06	-4.29
65	-8.37	-6.12	-4.32
66	-8.18	-5.99	-4.22
67	-8.07	-5.82	-4.09
68	-7.67	-5.59	-3.87
69	-7.52	-5.34	-3.62
70	-7.14	-5.03	-3.42
71	-6.56	-4.61	-3.11
72	-6.12	-4.31	-2.80
73	-5.90	-4.01	-2.56
74	-5.46	-3.70	-2.24
75	-4.98	-3.30	-1.88
76	-4.62	-2.97	-1.59
77	-4.40	-2.79	-1.42
78	-4.21	-2.61	-1.29
79	-4.05	-2.47	-1.01
80	-4.06	-2.36	-1.00
81	-3.95	-2.31	-0.95
82	-4.00	-2.34	-0.99
83	-4.12	-2.34	-0.91
84	-4.05	-2.39	-1.04
85	-4.31	-2.56	-1.17
86	-4.39	-2.72	-1.33
87	-4.57	-2.85	-1.44
88	-4.65	-2.89	-1.37
89	-4.55	-2.82	-1.42
90	-4.52	-2.82	-1.49
91	-4.43	-2.77	-1.37
92	-4.38	-2.68	-1.27
93	-4.21	-2.60	-1.17
94	-4.09	-2.42	-0.96
95	-3.91	-2.24	-0.84
96	-3.80	-2.07	-0.68
97	-3.61	-1.89	-0.45
98	-3.48	-1.72	-0.24
99	-3.36	-1.61	-0.09
100	-3.34	-1.55	-0.10
101	-3.30	-1.50	-0.04
102	-3.27	-1.56	-0.19
103	-3.36	-1.60	-0.27
104	-3.35	-1.75	-0.36
105	-3.56	-1.82	-0.47
106	-3.59	-1.94	-0.56
107	-3.66	-2.06	-0.68
108	-3.76	-2.15	-0.70
109	-3.85	-2.22	-0.77
110	-3.93	-2.23	-0.75
111	-3.60	-1.93	-0.47
112	-3.09	-1.52	-0.14
113	-2.74	-1.12	0.33
114	-2.36	-0.77	0.56
115	-1.99	-0.48	0.87
116	-1.59	-0.12	1.20
117	-1.26	0.28	1.71
118	-0.79	0.67	2.24
119	-0.31	1.10	2.54
120	0.18	1.54	2.96
121	0.36	1.85	3.32
122	0.50	1.98	3.56
123	0.43	1.99	3.60
124	0.06	1.78	3.50
125	-0.49	1.49	3.32
126	-1.03	1.18	2.98
127	-1.48	0.75	2.68
128	-2.11	0.27	2.18
129	-2.64	-0.30	1.64
130	-3.18	-0.94	1.01
131	-4.15	-1.74	0.13
132	-4.76	-2.33	-0.42
133	-5.13	-2.91	-1.09
134	-5.74	-3.53	-1.61
135	-6.31	-4.10	-2.46
136	-6.67	-4.55	-2.79
137	-7.10	-4.83	-2.97
138	-7.28	-5.00	-3.19
139	-7.40	-5.13	-3.29
140	-7.37	-5.19	-3.45
141	-7.50	-5.25	-3.45
142	-7.53	-5.24	-3.43
143	-7.67	-5.34	-3.53
144	-7.90	-5.48	-3.49
145	-8.19	-5.58	-3.58
146	-8.41	-5.71	-3.57
147	-8.53	-5.79	-3.62
148	-8.56	-5.82	-3.71
149	-8.36	-5.54	-3.22
150	-8.26	-5.45	-3.09
151	-8.26	-5.28	-2.98
152	-8.19	-5.24	-3.07
153	-8.04	-5.34	-3.10
154	-7.87	-5.21	-3.13
155	-7.75	-5.13	-2.99
156	-7.62	-5.12	-3.18
157	-7.57	-5.27	-3.32
158	-7.52	-5.20	-3.28
159	-7.45	-5.12	-3.19
160	-7.27	-5.09	-3.23
161	-7.41	-5.07	-3.30
162	-7.21	-5.00	-3.09
163	-7.14	-4.92	-3.11
164	-7.43	-4.96	-3.02
165	-7.28	-4.98	-3.02
166	-7.42	-4.96	-3.08
167	-7.32	-4.97	-2.96
168	-7.25	-4.88	-2.99
169	-7.01	-4.82	-2.89
170	-7.12	-4.67	-2.85
171	-6.93	-4.71	-2.81
172	-7.06	-4.70	-2.84
173	-7.14	-4.72	-2.80
174	-7.12	-4.79	-2.84
175	-7.27	-4.70	-2.51
176	-7.19	-4.56	-2.37
177	-7.16	-4.46	-2.30
178	-7.18	-4.43	-2.27
179	-7.32	-4.46	-2.29
180	-7.17	-4.49	-2.23
181	-7.07	-4.53	-2.34
182	-7.19	-4.64	-2.50
183	-7.08	-4.70	-2.64
184	-7.00	-4.64	-2.56
185	-7.04	-4.54	-2.61
186	-6.66	-4.33	-2.49
187	-6.23	-4.04	-2.07
188	-5.82	-3.73	-1.82
189	-5.68	-3.50	-1.64
190	-5.70	-3.41	-1.44
191	-5.61	-3.25	-1.26
192	-5.31	-3.17	-1.14
193	-5.19	-2.89	-1.02
194	-5.15	-3.08	-1.35
195	-4.92	-2.82	-0.99
196	-4.40	-2.36	-0.46
197	-4.21	-2.06	-0.18
198	-3.72	-1.93	-0.09
199	-3.91	-1.89	0.00
200	-3.78	-1.70	0.09
201	-3.72	-1.82	0.05
202	-3.59	-1.67	0.28
203	-3.41	-1.49	0.30
204	-3.49	-1.41	0.54
205	-3.39	-1.41	0.50
206	-3.39	-1.47	0.43
207	-3.49	-1.42	0.40
208	-3.20	-1.35	0.52
209	-3.33	-1.27	0.66
210	-3.20	-1.21	0.64
211	-3.06	-1.11	0.80
212	-2.96	-0.96	0.75
213	-2.76	-0.95	0.88
214	-2.81	-0.82	0.91
215	-2.55	-0.60	1.30
216	-2.46	-0.52	1.25
217	-2.32	-0.54	1.49
218	-2.60	-0.62	1.25
219	-2.94	-0.84	1.05
220	-3.07	-1.06	0.87
221	-3.56	-1.47	0.48
222	-3.89	-1.81	0.00
223	-4.60	-2.39	-0.44
224	-5.08	-2.77	-0.88
225	-5.45	-3.11	-1.23
226	-5.49	-3.28	-1.28
227	-5.48	-3.31	-1.26
228	-5.43	-3.30	-1.29
229	-5.43	-3.09	-1.18
230	-5.19	-2.97	-1.02
231	-4.73	-2.46	-0.65
232	-4.31	-2.13	-0.16
233	-3.98	-1.78	-0.07
234	-3.79	-1.59	0.55
235	-3.50	-1.32	0.72
236	-3.22	-1.07	0.98
237	-3.24	-1.08	1.05
238	-3.41	-1.19	1.06
239	-3.66	-1.40	0.83
240	-4.02	-1.71	0.38
241	-4.43	-1.95	0.19
242	-4.48	-2.22	-0.11
243	-5.11	-2.53	-0.44
244	-5.39	-2.92	-0.56
245	-5.94	-3.37	-1.16
246	-6.29	-3.85	-1.75
247	-7.09	-4.35	-2.13
248	-7.15	-4.65	-2.37
249	-7.61	-4.84	-2.73
250	-7.67	-5.05	-2.90
251	-7.58	-5.12	-2.97
252	-7.71	-5.02	-2.85
253	-7.32	-4.99	-2.92
254	-7.38	-5.11	-2.99
255	-7.62	-5.02	-3.11
256	-7.51	-5.01	-3.12
257	-7.37	-5.00	-2.96
258	-7.46	-5.01	-3.06
259	-7.34	-4.81	-2.88
260	-7.17	-4.81	-2.68
261	-7.05	-4.71	-2.81
262	-6.99	-4.57	-2.72
263	-7.27	-4.81	-2.91
264	-7.66	-5.08	-3.10
265	-7.53	-5.14	-3.11
266	-7.78	-5.31	-3.20
267	-7.56	-5.17	-3.12
268	-7.52	-5.10	-3.16
269	-7.46	-5.10	-3.32
270	-7.49	-5.07	-3.14
271	-7.77	-5.31	-3.36
272	-7.76	-5.30	-3.20
273	-7.70	-5.20	-3.27
274	-7.56	-5.19	-3.18
275	-7.45	-5.04	-3.11
276	-7.21	-4.79	-2.71
277	-6.93	-4.58	-2.69
278	-7.01	-4.55	-2.57
279	-6.79	-4.52	-2.49
280	-6.53	-4.41	-2.39
281	-6.46	-4.21	-2.13
282	-6.26	-3.99	-1.92
283	-5.97	-3.63	-1.67
284	-5.67	-3.16	-1.10
285	-5.12	-2.83	-0.56
286	-4.85	-2.59	-0.71
287	-5.00	-2.52	-0.63
288	-4.93	-2.61	-0.72
289	-5.31	-3.00	-1.00
290	-5.60	-3.37	-1.13
291	-5.95	-3.60	-1.51
292	-6.31	-3.80	-1.80
293	-6.41	-4.12	-2.07
294	-6.77	-4.45	-2.43
295	-6.75	-4.49	-2.51
296	-6.65	-4.39	-2.30
297	-6.63	-4.27	-2.34
298	-6.29	-4.12	-2.28
299	-6.27	-3.96	-2.02
300	-6.08	-3.84	-1.96
301	-6.05	-3.80	-1.94
302	-6.11	-3.66	-1.83
303	-5.78	-3.56	-1.56
304	-5.64	-3.29	-1.46
305	-5.51	-3.22	-1.25
306	-5.25	-2.91	-0.89
307	-5.07	-2.74	-0.79
308	-4.93	-2.62	-0.55
309	-4.87	-2.51	-0.49
310	-4.74	-2.37	-0.39
311	-4.63	-2.20	-0.21
312	-4.62	-2.24	-0.05
313	-4.69	-2.17	-0.05
314	-4.32	-2.08	-0.02
315	-4.07	-1.95	0.15
316	-4.10	-1.83	0.15
317	-4.20	-1.79	0.17
318	-4.07	-1.72	0.39
319	-3.79	-1.61	0.53
320	-3.77	-1.44	0.71
321	-3.71	-1.22	1.02
322	-3.58	-0.99	1.24
323	-3.04	-0.66	1.55
324	-2.75	-0.50	1.64
325	-2.48	-0.28	1.83
326	-2.32	-0.02	2.20
327	-2.13	0.17	2.19
328	-1.92	0.19	2.40
329	-2.10	0.14	2.45
330	-1.88	0.24	2.48
331	-1.79	0.25	2.33
332	-1.78	0.39	2.52
333	-1.85	0.31	2.60
334	-2.12	0.11	2.31
335	-2.50	-0.31	1.86
336	-2.89	-0.79	1.34
337	-3.59	-1.32	0.90
338	-4.36	-1.80	0.54
339	-4.81	-2.06	0.71
340	-4.99	-2.44	-0.03
341	-6.31	-3.12	-0.37
342	-6.52	-3.63	-1.04
343	-7.29	-4.21	-1.93
344	-7.58	-4.73	-2.14
345	-7.98	-5.00	-2.60
346	-7.83	-5.23	-2.87
347	-8.14	-5.27	-2.93
348	-8.05	-5.39	-3.08
349	-8.14	-5.45	-3.17
350	-8.20	-5.50	-3.17
351	-8.15	-5.59	-3.21
352	-8.19	-5.67	-3.48
353	-8.22	-5.55	-3.44
354	-8.24	-5.57	-3.41
355	-8.19	-5.59	-3.25
356	-8.02	-5.52	-3.43
357	-8.03	-5.51	-3.32
358	-8.02	-5.46	-3.16
359	-7.90	-5.46	-3.40
360	-7.85	-5.43	-3.24
361	-8.45	-5.70	-3.46
362	-8.73	-5.84	-3.59
363	-8.96	-6.03	-3.69
364	-9.06	-6.07	-3.55
365	-8.97	-6.17	-3.69
366	-9.00	-6.08	-3.56
367	-8.75	-5.85	-3.43
368	-8.71	-5.76	-3.40
369	-8.61	-5.64	-2.92
370	-8.05	-5.41	-3.04
371	-7.94	-5.25	-2.82
372	-8.08	-5.29	-2.81
373	-8.14	-5.35	-3.09
374	-8.02	-5.33	-2.95
375	-7.96	-5.11	-2.70
376	-7.60	-4.88	-2.53
377	-7.40	-4.67	-2.45
378	-7.33	-4.59	-2.45
379	-7.13	-4.55	-2.18
380	-7.07	-4.44	-2.17
